2019-11-19 10:48:26.664732: I tensorflow/core/platform/cpu_feature_guard.cc:141] Your CPU supports instructions that this TensorFlow binary was not compiled to use: AVX2 FMA
2019-11-19 10:48:26.826185: I tensorflow/stream_executor/cuda/cuda_gpu_executor.cc:998] successful NUMA node read from SysFS had negative value (-1), but there must be at least one NUMA node, so returning NUMA node zero
2019-11-19 10:48:26.827380: I tensorflow/compiler/xla/service/service.cc:150] XLA service 0x6bcbca0 executing computations on platform CUDA. Devices:
2019-11-19 10:48:26.827417: I tensorflow/compiler/xla/service/service.cc:158]   StreamExecutor device (0): Tesla V100-PCIE-32GB, Compute Capability 7.0
2019-11-19 10:48:26.829536: I tensorflow/core/platform/profile_utils/cpu_utils.cc:94] CPU Frequency: 2200060000 Hz
2019-11-19 10:48:26.831272: I tensorflow/compiler/xla/service/service.cc:150] XLA service 0x6c347f0 executing computations on platform Host. Devices:
2019-11-19 10:48:26.831295: I tensorflow/compiler/xla/service/service.cc:158]   StreamExecutor device (0): <undefined>, <undefined>
2019-11-19 10:48:26.831866: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1433] Found device 0 with properties: 
name: Tesla V100-PCIE-32GB major: 7 minor: 0 memoryClockRate(GHz): 1.38
pciBusID: 0000:00:05.0
totalMemory: 31.72GiB freeMemory: 31.41GiB
2019-11-19 10:48:26.831881: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1512] Adding visible gpu devices: 0
2019-11-19 10:48:26.833176: I tensorflow/core/common_runtime/gpu/gpu_device.cc:984] Device interconnect StreamExecutor with strength 1 edge matrix:
2019-11-19 10:48:26.833188: I tensorflow/core/common_runtime/gpu/gpu_device.cc:990]      0 
2019-11-19 10:48:26.833194: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1003] 0:   N 
2019-11-19 10:48:26.833265: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1115] Created TensorFlow device (/job:localhost/replica:0/task:0/device:GPU:0 with 14616 MB memory) -> physical GPU (device: 0, name: Tesla V100-PCIE-32GB, pci bus id: 0000:00:05.0, compute capability: 7.0)
WARNING:tensorflow:From /skku/skku02/.virtualenvs/venv_gpt/lib/python3.5/site-packages/tensorflow/python/framework/op_def_library.py:263: colocate_with (from tensorflow.python.framework.ops) is deprecated and will be removed in a future version.
Instructions for updating:
Colocations handled automatically by placer.
WARNING:tensorflow:From ./src/sample.py:67: to_float (from tensorflow.python.ops.math_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Use tf.cast instead.
WARNING:tensorflow:From ./src/sample.py:72: multinomial (from tensorflow.python.ops.random_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Use tf.random.categorical instead.
WARNING:tensorflow:From /skku/skku02/.virtualenvs/venv_gpt/lib/python3.5/site-packages/tensorflow/python/ops/math_ops.py:3066: to_int32 (from tensorflow.python.ops.math_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Use tf.cast instead.
WARNING:tensorflow:From /skku/skku02/.virtualenvs/venv_gpt/lib/python3.5/site-packages/tensorflow/python/ops/math_grad.py:102: div (from tensorflow.python.ops.math_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Deprecated in favor of operator or tf.math.divide.
WARNING:tensorflow:From /skku/skku02/.virtualenvs/venv_gpt/lib/python3.5/site-packages/tensorflow/python/training/saver.py:1266: checkpoint_exists (from tensorflow.python.training.checkpoint_management) is deprecated and will be removed in a future version.
Instructions for updating:
Use standard file APIs to check for files with this prefix.
2019-11-19 10:49:13.708551: I tensorflow/stream_executor/dso_loader.cc:152] successfully opened CUDA library libcublas.so.10.0 locally
Loading checkpoint checkpoint/pretrained/model-7760000
Loading dataset...
Training...
[2 | 8.74] loss=3.71111 avg=3.71111
[17776 | 9849.79] loss=0.54763 avg=0.73940
[17777 | 9850.29] loss=0.86354 avg=0.74064
[17778 | 9850.79] loss=0.51664 avg=0.73840
[17779 | 9851.29] loss=0.50508 avg=0.73607
[17780 | 9851.79] loss=0.62037 avg=0.73491
[17781 | 9852.29] loss=0.95459 avg=0.73711
[17782 | 9852.79] loss=0.39886 avg=0.73372
[17783 | 9853.29] loss=0.28152 avg=0.72920
[17784 | 9853.80] loss=0.64447 avg=0.72835
[17785 | 9854.30] loss=0.52039 avg=0.72627
[17786 | 9854.80] loss=0.47414 avg=0.72375
[17787 | 9855.30] loss=0.52752 avg=0.72179
[17788 | 9855.80] loss=0.25665 avg=0.71714
[17789 | 9856.30] loss=0.39277 avg=0.71390
[17790 | 9856.80] loss=1.91423 avg=0.72590
[17791 | 9857.30] loss=0.45995 avg=0.72324
[17792 | 9857.80] loss=1.52222 avg=0.73123
[17793 | 9858.30] loss=0.37066 avg=0.72762
[17794 | 9858.82] loss=0.25269 avg=0.72287
[17795 | 9859.32] loss=0.56727 avg=0.72132
[17796 | 9859.82] loss=1.42789 avg=0.72838
[17797 | 9860.32] loss=0.35169 avg=0.72462
[17798 | 9860.82] loss=0.40478 avg=0.72142
[17799 | 9861.32] loss=0.67935 avg=0.72100
Generating samples...
======== SAMPLE 1 ========
['초등', '##학교', '3', '##학년', '말', '##이', '##었', '##다', '.', '당시', '##의', '나', '##는', '친구', '4', '##명과', '공부방', '##을', '다녔', '##다', '.', '친구', '##들', '##은', '모두', '공부', '##를', '잘', '##했다', '##고', '한다', '.', '하지만', '나', '##는', '공부방', '##에', '가', '##서', '전혀', '딴', '생각', '##을', '했', '##다', '.', '공부', '##를', '너무', '안', '##했', '##기', '때문', '##에', ',', '평소', '머리', '##도', '아프', '##고', '체력', '##도', '약한', '편이', '##어서', '다른', '아이', '##들', '##보다', '체력', '##적', '##인', '부담', '##도', '컸', '##다', '.', '그리고', '다른', '반', '##에서', '##도', '우리', '##보다', '속도', '##와', '운동', '##신경', '##이', '뛰어난', '것', '##은', '마찬가지', '##였', '##다', '.', '그래서', '살아남', '##았', '##다', '.', '그렇게', '초등', '##학교', '6', '##학년', '##이', '되', '##었', '##다', '.', '좀', '더', '자라', '##는', '것', '##이', '##지', '않', '##았', '##을까', '.', '먹', '##은', '만큼', ',', '그리고', '옷', '##맵시', '##도', '멋있', '##어', '보였', '##다', '.', '그', '후', '중', '##3', '3', '##년', '##째', ',', '과학', '시간', '##이', '되', '##어서', '##도', '바뀐', '것', '없이', '똑같', '##은', '모습', '##이', '##었', '##다', '.', '그럴', '수', '밖', '##에', '없', '##었', '##다', '.', '가끔', '엄마', ',', '아빠', '##가', '이상해', '보인다고', '할', '때', '##가', '있', '##었', '##다', '.', '그럴', '때', '##마다', '똑같', '##은', '행동', '##을', '했', '##다', '.', '그때', '##마다', '사실', '좀', '알', '##았', '##다고', '하', '##면', '정말로', '맞', '##을', '것', '##이', '##다', '.', '그리고', '조금', '##씩', '커', '##가', '##면서', '조금', '##씩', '무너지', '##기', '시작', '##했다', '.', '모든', '게', '끝', '##났', '##다', '.', '그', '어떤', '것', '##으로', '##도', '엄마', ',', '아빠', '##를', '만족', '##하', '##게', '할', '수가', '없', '##었', '##다', '.', '나', '##는', '이런', '내', '모습', '##을', '고치', '##려고', '시도', '##해', '봤', '##다', '.']

[17800 | 9866.59] loss=0.76972 avg=0.72149
[17801 | 9867.09] loss=0.57261 avg=0.72000
[17802 | 9867.59] loss=0.88456 avg=0.72164
[17803 | 9868.09] loss=0.56227 avg=0.72005
[17804 | 9868.59] loss=0.42364 avg=0.71708
[17805 | 9869.09] loss=0.52804 avg=0.71519
[17806 | 9869.59] loss=1.11472 avg=0.71919
[17807 | 9870.09] loss=1.00573 avg=0.72205
[17808 | 9870.59] loss=0.23813 avg=0.71722
[17809 | 9871.10] loss=0.75496 avg=0.71759
[17810 | 9871.60] loss=0.30342 avg=0.71345
[17811 | 9872.09] loss=0.40738 avg=0.71039
[17812 | 9872.60] loss=1.01387 avg=0.71343
[17813 | 9873.10] loss=0.81937 avg=0.71448
[17814 | 9873.60] loss=0.45763 avg=0.71192
[17815 | 9874.10] loss=0.40299 avg=0.70883
[17816 | 9874.61] loss=0.32647 avg=0.70500
[17817 | 9875.11] loss=1.28426 avg=0.71080
[17818 | 9875.61] loss=0.69494 avg=0.71064
[17819 | 9876.11] loss=0.87641 avg=0.71230
[17820 | 9876.61] loss=0.97787 avg=0.71495
[17821 | 9877.11] loss=0.21273 avg=0.70993
[17822 | 9877.61] loss=0.93821 avg=0.71221
[17823 | 9878.11] loss=0.45174 avg=0.70961
[17824 | 9878.61] loss=0.55709 avg=0.70808
[17825 | 9879.11] loss=0.78396 avg=0.70884
[17826 | 9879.61] loss=0.49764 avg=0.70673
[17827 | 9880.11] loss=0.50027 avg=0.70466
[17828 | 9880.61] loss=0.84882 avg=0.70611
[17829 | 9881.11] loss=1.27464 avg=0.71179
[17830 | 9881.61] loss=1.02391 avg=0.71491
[17831 | 9882.11] loss=0.48050 avg=0.71257
[17832 | 9882.61] loss=0.67209 avg=0.71216
[17833 | 9883.11] loss=1.14582 avg=0.71650
[17834 | 9883.61] loss=0.66695 avg=0.71600
[17835 | 9884.11] loss=1.02434 avg=0.71909
[17836 | 9884.61] loss=1.25710 avg=0.72447
[17837 | 9885.11] loss=0.42767 avg=0.72150
[17838 | 9885.62] loss=0.38712 avg=0.71816
[17839 | 9886.12] loss=0.90008 avg=0.71998
[17840 | 9886.62] loss=0.99144 avg=0.72269
[17841 | 9887.12] loss=0.32292 avg=0.71869
[17842 | 9887.62] loss=0.98552 avg=0.72136
[17843 | 9888.12] loss=0.53293 avg=0.71948
[17844 | 9888.62] loss=0.42482 avg=0.71653
[17845 | 9889.12] loss=0.52052 avg=0.71457
[17846 | 9889.63] loss=0.49673 avg=0.71239
[17847 | 9890.13] loss=0.38066 avg=0.70907
[17848 | 9890.63] loss=0.34363 avg=0.70542
[17849 | 9891.13] loss=0.54707 avg=0.70384
[17850 | 9891.64] loss=0.83538 avg=0.70515
[17851 | 9892.14] loss=1.40019 avg=0.71210
[17852 | 9892.64] loss=0.75736 avg=0.71255
[17853 | 9893.14] loss=0.75170 avg=0.71295
[17854 | 9893.64] loss=1.16884 avg=0.71750
[17855 | 9894.14] loss=0.46190 avg=0.71495
[17856 | 9894.64] loss=1.28574 avg=0.72066
[17857 | 9895.14] loss=0.29270 avg=0.71638
[17858 | 9895.65] loss=0.87114 avg=0.71792
[17859 | 9896.15] loss=0.19188 avg=0.71266
[17860 | 9896.65] loss=0.71651 avg=0.71270
[17861 | 9897.15] loss=0.41062 avg=0.70968
[17862 | 9897.65] loss=0.24541 avg=0.70504
[17863 | 9898.15] loss=0.60252 avg=0.70401
[17864 | 9898.65] loss=0.73075 avg=0.70428
[17865 | 9899.15] loss=0.55792 avg=0.70282
[17866 | 9899.65] loss=0.57108 avg=0.70150
[17867 | 9900.16] loss=0.91124 avg=0.70360
[17868 | 9900.66] loss=0.52112 avg=0.70177
[17869 | 9901.16] loss=0.41835 avg=0.69894
[17870 | 9901.66] loss=0.21389 avg=0.69409
[17871 | 9902.16] loss=0.92677 avg=0.69641
[17872 | 9902.66] loss=1.21132 avg=0.70156
[17873 | 9903.16] loss=0.88409 avg=0.70339
[17874 | 9903.66] loss=0.59144 avg=0.70227
[17875 | 9904.17] loss=1.03941 avg=0.70564
[17876 | 9904.67] loss=0.38856 avg=0.70247
[17877 | 9905.17] loss=0.80565 avg=0.70350
[17878 | 9905.67] loss=1.19405 avg=0.70841
[17879 | 9906.17] loss=0.32004 avg=0.70452
[17880 | 9906.67] loss=0.74440 avg=0.70492
[17881 | 9907.17] loss=0.67409 avg=0.70461
[17882 | 9907.67] loss=0.63903 avg=0.70396
[17883 | 9908.17] loss=0.68755 avg=0.70379
[17884 | 9908.67] loss=0.24464 avg=0.69920
[17885 | 9909.17] loss=0.68893 avg=0.69910
[17886 | 9909.67] loss=0.69029 avg=0.69901
[17887 | 9910.18] loss=0.28420 avg=0.69486
[17888 | 9910.68] loss=0.74009 avg=0.69532
[17889 | 9911.18] loss=0.62865 avg=0.69465
[17890 | 9911.68] loss=0.47017 avg=0.69240
[17891 | 9912.18] loss=0.46107 avg=0.69009
[17892 | 9912.68] loss=1.50605 avg=0.69825
[17893 | 9913.18] loss=0.51011 avg=0.69637
[17894 | 9913.68] loss=0.35254 avg=0.69293
[17895 | 9914.18] loss=0.55488 avg=0.69155
[17896 | 9914.68] loss=0.35776 avg=0.68821
[17897 | 9915.19] loss=0.97749 avg=0.69111
[17898 | 9915.69] loss=1.80309 avg=0.70223
[17899 | 9916.19] loss=0.37120 avg=0.69892
Generating samples...
======== SAMPLE 1 ========
['가득', '##한', '세계', '##가', '아닌', '우리', '##만의', '사랑', '##을', '찾', '##고', ',', '그리고', '그', '세계', '##의', '중심', '##에', '있', '##는', '나라', '##를', '택하', '##는', '이유', '##가', '그', '나라', '##를', '사랑', '##한다면', '참', '좋', '##을', '##텐데', '.', '.', '그러', '##니', '우리', '##나라', '##의', '국민', '##을', '사랑', '##한다', '##라고', '해', '##줄', '##수', '있', '##는', '##말', '##이', '##있', '##다면', '빌려', '##주', '##고', '싶어요', '.', '혹시', '타인', '##이', '그것', '##을', '부정', '##하', '##게', '되', '##면', '어떻게', '될까요', '?', '물론', ',', '그런', '##걸로', '##인해', '사람', '##을', '사랑', '##하', '##는', '건', ',', '타인', '##을', '사랑', '##하', '##는', '##게', '아닌', "'", '타인', "'", '이', '주도', '##하', '##는', '##것', '##은', '아닌', '것', '같', '##아요', '.', '그', '타인', '##이', '주도', '##함', '##으로써', '앞서', '##말', '##했', '##듯이', '자신', '##을', '믿', '##지', '않', '##는', '자들', '##에게', '큰', '배신감', '##과', '아픔', '##을', '주', '##게', '될', '것', '##이', '##고', ',', '그', '영수증', '##같', '##은', '것', '##은', '더욱더', '그러', '##하', '##겠', '##지만', ',', '그', '##사람', '##의', '존재', '##를', '인정', '##해', '##주', '##는', '사람', '##이', '거의', '없다', '##시', '##피', '하', '##는', '##것', '같', '##은데', ',', '만약', '그럴', '##때', ',', '당신', '##은', '무언가', '잘못', '##하고', '있', '##는', '##거니', '?', '몰라', '##볼', '##품', '##이', '없', '##기도', '하지', '##요', '.', '그럴', '##때', ',', '동정심', '?', '또', ',', '남', '##을', '동정', '##하', '##는', '마음', '?', '이렇게', '말', '##한다면', ',', '좀', '허', '##힐', '##수도', '있', '##겠다', ',', '이런', '##걸', '느끼', '##는', '인간', '##은', '엄청나', '##게', '착하', '##다', '.', '그리고', '동정심', '##이', '있', '##는', '사람', '##이', '##니까', '.', '나의', '동정심', '##과', '##는', '별개', '##로', '인간', '##이기', '?', '틀린', '##것', '##이', '아닐지', '##도', '모르', '##지', '?', '어쩌면', ',', '그렇게']

[17900 | 9921.31] loss=0.76110 avg=0.69954
[17901 | 9921.81] loss=0.77314 avg=0.70027
[17902 | 9922.31] loss=0.58279 avg=0.69910
[17903 | 9922.81] loss=0.90822 avg=0.70119
[17904 | 9923.31] loss=0.52658 avg=0.69944
[17905 | 9923.81] loss=0.57523 avg=0.69820
[17906 | 9924.31] loss=0.55040 avg=0.69672
[17907 | 9924.82] loss=0.90985 avg=0.69885
[17908 | 9925.32] loss=0.34868 avg=0.69535
[17909 | 9925.82] loss=0.73787 avg=0.69578
[17910 | 9926.32] loss=0.40136 avg=0.69283
[17911 | 9926.82] loss=0.42961 avg=0.69020
[17912 | 9927.32] loss=0.63774 avg=0.68968
[17913 | 9927.82] loss=0.43662 avg=0.68715
[17914 | 9928.32] loss=0.47709 avg=0.68505
[17915 | 9928.82] loss=1.00845 avg=0.68828
[17916 | 9929.32] loss=0.55722 avg=0.68697
[17917 | 9929.82] loss=0.60321 avg=0.68613
[17918 | 9930.33] loss=0.91550 avg=0.68843
[17919 | 9930.83] loss=1.29570 avg=0.69450
[17920 | 9931.33] loss=1.45875 avg=0.70214
[17921 | 9931.83] loss=1.43444 avg=0.70946
[17922 | 9932.33] loss=0.33977 avg=0.70577
[17923 | 9932.83] loss=0.69504 avg=0.70566
[17924 | 9933.34] loss=0.66492 avg=0.70525
[17925 | 9933.84] loss=0.44371 avg=0.70264
[17926 | 9934.34] loss=0.40945 avg=0.69970
[17927 | 9934.84] loss=0.77828 avg=0.70049
[17928 | 9935.34] loss=0.56106 avg=0.69910
[17929 | 9935.84] loss=0.19343 avg=0.69404
[17930 | 9936.34] loss=0.82886 avg=0.69539
[17931 | 9936.84] loss=0.67379 avg=0.69517
[17932 | 9937.35] loss=0.80730 avg=0.69629
[17933 | 9937.85] loss=0.36314 avg=0.69296
[17934 | 9938.35] loss=0.38950 avg=0.68993
[17935 | 9938.85] loss=1.16444 avg=0.69467
[17936 | 9939.35] loss=0.42478 avg=0.69197
[17937 | 9939.86] loss=1.07730 avg=0.69583
[17938 | 9940.36] loss=0.35252 avg=0.69239
[17939 | 9940.86] loss=0.37241 avg=0.68919
[17940 | 9941.36] loss=0.68726 avg=0.68917
[17941 | 9941.86] loss=0.65958 avg=0.68888
[17942 | 9942.37] loss=0.36938 avg=0.68568
[17943 | 9942.87] loss=0.74044 avg=0.68623
[17944 | 9943.38] loss=1.34648 avg=0.69283
[17945 | 9943.88] loss=0.74483 avg=0.69335
[17946 | 9944.38] loss=0.75341 avg=0.69395
[17947 | 9944.88] loss=0.86356 avg=0.69565
[17948 | 9945.38] loss=0.47033 avg=0.69340
[17949 | 9945.88] loss=0.54268 avg=0.69189
[17950 | 9946.38] loss=0.96513 avg=0.69462
[17951 | 9946.88] loss=0.29332 avg=0.69061
[17952 | 9947.39] loss=0.54495 avg=0.68915
[17953 | 9947.89] loss=1.47334 avg=0.69699
[17954 | 9948.39] loss=0.30326 avg=0.69306
[17955 | 9948.90] loss=0.70454 avg=0.69317
[17956 | 9949.40] loss=0.76167 avg=0.69386
[17957 | 9949.90] loss=1.07182 avg=0.69764
[17958 | 9950.40] loss=0.30136 avg=0.69367
[17959 | 9950.90] loss=0.25995 avg=0.68934
[17960 | 9951.40] loss=0.38269 avg=0.68627
[17961 | 9951.90] loss=0.36117 avg=0.68302
[17962 | 9952.41] loss=0.38285 avg=0.68002
[17963 | 9952.91] loss=0.29699 avg=0.67619
[17964 | 9953.41] loss=0.50308 avg=0.67446
[17965 | 9953.91] loss=0.78284 avg=0.67554
[17966 | 9954.41] loss=0.88857 avg=0.67767
[17967 | 9954.91] loss=0.26739 avg=0.67357
[17968 | 9955.41] loss=0.39056 avg=0.67074
[17969 | 9955.92] loss=0.73350 avg=0.67136
[17970 | 9956.42] loss=0.23950 avg=0.66705
[17971 | 9956.92] loss=0.44299 avg=0.66481
[17972 | 9957.42] loss=0.95051 avg=0.66766
[17973 | 9957.92] loss=1.19274 avg=0.67291
[17974 | 9958.42] loss=0.60957 avg=0.67228
[17975 | 9958.93] loss=0.57813 avg=0.67134
[17976 | 9959.43] loss=0.88870 avg=0.67351
[17977 | 9959.93] loss=1.65711 avg=0.68335
[17978 | 9960.43] loss=1.08108 avg=0.68733
[17979 | 9960.93] loss=0.21723 avg=0.68262
[17980 | 9961.43] loss=1.16315 avg=0.68743
[17981 | 9961.93] loss=0.77880 avg=0.68834
[17982 | 9962.43] loss=0.89626 avg=0.69042
[17983 | 9962.93] loss=0.42438 avg=0.68776
[17984 | 9963.44] loss=0.78940 avg=0.68878
[17985 | 9963.94] loss=0.47599 avg=0.68665
[17986 | 9964.44] loss=0.44209 avg=0.68420
[17987 | 9964.94] loss=0.66107 avg=0.68397
[17988 | 9965.44] loss=0.36891 avg=0.68082
[17989 | 9965.94] loss=0.36523 avg=0.67767
[17990 | 9966.45] loss=0.59246 avg=0.67681
[17991 | 9966.95] loss=1.90375 avg=0.68908
[17992 | 9967.45] loss=0.85390 avg=0.69073
[17993 | 9967.95] loss=0.80590 avg=0.69188
[17994 | 9968.45] loss=0.50453 avg=0.69001
[17995 | 9968.95] loss=0.57408 avg=0.68885
[17996 | 9969.45] loss=0.30349 avg=0.68500
[17997 | 9969.95] loss=0.41129 avg=0.68226
[17998 | 9970.46] loss=0.26336 avg=0.67807
[17999 | 9970.96] loss=0.46196 avg=0.67591
Generating samples...
======== SAMPLE 1 ========
['혐오', '##스런', '시선', '##마저', '##도', '그', '##를', '외면', '##해', '버리', '##는구나', '.', '예전', '##의', '저', '##는', '‘', '정말', '이런', '일', '##이', '있', '##지', '않', '##는', '걸까', '’', '라고', '생각', '##했', '##는데', '…', '이번', '##엔', '다르', '##다', '.', '그', '##가', '택한', '길이', '그렇게', '고달', '##프', '##기', '##는', '아니', '##라는', '##걸', '…', '그리고', '그', '##는', '나', '##처럼', '용기', '##내', '##며', '수많', '##은', '경험', '##을', '한', '것', '같', '##다', '.', '그', '##의', '용기', '##있는', '행동', '##과', '선택', '##이', '왜', '세상', '##을', '바꾸', '##게', '되', '##었', '##는지', '##는', '…', '나', '##는', '알', '##수가', '없', '##었', '##다', '.', '하지만', '이러', '##한', '사실', '##들', '##만', '##으로', '##도', '충분히', '뿌듯', '##했', '##고', '기분', '##이', '좋', '##았', '##다', '.', '그렇게', '남', '##은', '6', '##개월', '##의', '시간', '##동안', '나', '##에겐', '어떤', '일', '##도', '일어나', '##지', '않', '##을', '것', '##만', '같', '##았', '##으니까', '.', '그렇게', '나', '##는', '세상', '##을', '보', '##았', '##다', '.', '매일', '보', '##는', '직사', '##각', '##형의', '그림', '##과', ',', '단순', '##한', '그림', '##만이', '있', '##었', '##다', '.', '그러', '##면', '세상', '##은', '왜', '직사', '##각', '##형', '##일까', '?', '어쩌면', '다른', '사람', '##들', '##은', '보지', '못', '##한', '채', '나', '##만이', '보여', '##주', '##는', '이성', '##과', '광기', '##만', '존재', '##하', '##는', '것', '같', '##은', '느낌', '##이', '들', '##곤', '했', '##다', '.', '그럼', '내', '##가', '원', '##하', '##는', '시각', '##에', '그림', '##을', '그리', '##는', '‘', '취향', '’', '이', '있', '##다', '.', '나', '##는', '어떤', '색', '##을', '보고', '어떤', '느낌', '##을', '집어', '##내', '##듯', '집어', '##서', '그리', '##는', '‘', '스위치', '덕', '’', '을', '좋', '##아', '##한다', '.', '스위치', '##는', '그림', '##을', '고정', '##시키', '##고', '나의', '상상력', '##을', '끌어내', '##기도']

[18000 | 9975.91] loss=0.33426 avg=0.67249
[18001 | 9976.41] loss=0.59386 avg=0.67171
[18002 | 9976.91] loss=1.04300 avg=0.67542
[18003 | 9977.41] loss=0.43871 avg=0.67305
[18004 | 9977.92] loss=0.41028 avg=0.67043
[18005 | 9978.42] loss=0.69606 avg=0.67068
[18006 | 9978.92] loss=0.37547 avg=0.66773
[18007 | 9979.42] loss=1.04713 avg=0.67152
[18008 | 9979.92] loss=1.01456 avg=0.67495
[18009 | 9980.42] loss=0.32407 avg=0.67145
[18010 | 9980.92] loss=0.26950 avg=0.66743
[18011 | 9981.42] loss=0.38899 avg=0.66464
[18012 | 9981.92] loss=0.83891 avg=0.66638
[18013 | 9982.42] loss=0.48939 avg=0.66461
[18014 | 9982.93] loss=0.54525 avg=0.66342
[18015 | 9983.43] loss=0.52499 avg=0.66204
[18016 | 9983.93] loss=1.52756 avg=0.67069
[18017 | 9984.43] loss=0.63038 avg=0.67029
[18018 | 9984.93] loss=0.32092 avg=0.66679
[18019 | 9985.43] loss=0.43814 avg=0.66451
[18020 | 9985.93] loss=0.48528 avg=0.66272
[18021 | 9986.43] loss=0.87530 avg=0.66484
[18022 | 9986.93] loss=0.48826 avg=0.66308
[18023 | 9987.43] loss=0.67706 avg=0.66322
[18024 | 9987.94] loss=0.66759 avg=0.66326
[18025 | 9988.44] loss=0.56224 avg=0.66225
[18026 | 9988.94] loss=0.75108 avg=0.66314
[18027 | 9989.44] loss=1.56959 avg=0.67220
[18028 | 9989.94] loss=0.58078 avg=0.67129
[18029 | 9990.44] loss=1.34533 avg=0.67803
[18030 | 9990.94] loss=1.19824 avg=0.68323
[18031 | 9991.44] loss=0.42136 avg=0.68061
[18032 | 9991.94] loss=0.98835 avg=0.68369
[18033 | 9992.44] loss=0.49783 avg=0.68183
[18034 | 9992.94] loss=0.54493 avg=0.68046
[18035 | 9993.45] loss=0.84080 avg=0.68206
[18036 | 9993.95] loss=0.61933 avg=0.68144
[18037 | 9994.45] loss=0.37517 avg=0.67837
[18038 | 9994.95] loss=0.83585 avg=0.67995
[18039 | 9995.45] loss=1.00397 avg=0.68319
[18040 | 9995.95] loss=0.50925 avg=0.68145
[18041 | 9996.45] loss=0.60443 avg=0.68068
[18042 | 9996.95] loss=0.28908 avg=0.67676
[18043 | 9997.45] loss=0.28751 avg=0.67287
[18044 | 9997.95] loss=0.37062 avg=0.66985
[18045 | 9998.45] loss=0.57786 avg=0.66893
[18046 | 9998.95] loss=0.57957 avg=0.66804
[18047 | 9999.45] loss=1.02905 avg=0.67165
[18048 | 9999.95] loss=0.60604 avg=0.67099
[18049 | 10000.46] loss=1.82990 avg=0.68258
[18050 | 10000.96] loss=0.46154 avg=0.68037
[18051 | 10001.46] loss=0.39447 avg=0.67751
[18052 | 10001.96] loss=1.26933 avg=0.68343
[18053 | 10002.46] loss=1.38546 avg=0.69045
[18054 | 10002.96] loss=0.72428 avg=0.69079
[18055 | 10003.46] loss=1.01739 avg=0.69405
[18056 | 10003.97] loss=0.61240 avg=0.69324
[18057 | 10004.47] loss=0.69129 avg=0.69322
[18058 | 10004.97] loss=0.42674 avg=0.69055
[18059 | 10005.47] loss=1.24371 avg=0.69608
[18060 | 10005.97] loss=0.44142 avg=0.69354
[18061 | 10006.47] loss=0.80490 avg=0.69465
[18062 | 10006.97] loss=0.83120 avg=0.69602
[18063 | 10007.47] loss=0.40949 avg=0.69315
[18064 | 10007.98] loss=0.62722 avg=0.69249
[18065 | 10008.48] loss=0.86808 avg=0.69425
[18066 | 10009.00] loss=0.44531 avg=0.69176
[18067 | 10009.50] loss=0.30899 avg=0.68793
[18068 | 10010.00] loss=0.42782 avg=0.68533
[18069 | 10010.50] loss=0.66770 avg=0.68515
[18070 | 10011.00] loss=1.23204 avg=0.69062
[18071 | 10011.50] loss=1.23408 avg=0.69606
[18072 | 10012.00] loss=0.64717 avg=0.69557
[18073 | 10012.50] loss=0.53173 avg=0.69393
[18074 | 10013.00] loss=0.91823 avg=0.69617
[18075 | 10013.51] loss=1.32136 avg=0.70242
[18076 | 10014.01] loss=0.68605 avg=0.70226
[18077 | 10014.51] loss=0.56872 avg=0.70092
[18078 | 10015.01] loss=0.45389 avg=0.69845
[18079 | 10015.51] loss=0.73498 avg=0.69882
[18080 | 10016.01] loss=1.17988 avg=0.70363
[18081 | 10016.51] loss=0.24641 avg=0.69906
[18082 | 10017.02] loss=0.38220 avg=0.69589
[18083 | 10017.52] loss=0.63737 avg=0.69530
[18084 | 10018.02] loss=0.81768 avg=0.69653
[18085 | 10018.52] loss=0.27384 avg=0.69230
[18086 | 10019.02] loss=0.34612 avg=0.68884
[18087 | 10019.52] loss=0.75897 avg=0.68954
[18088 | 10020.02] loss=0.94298 avg=0.69207
[18089 | 10020.52] loss=1.46973 avg=0.69985
[18090 | 10021.02] loss=0.72066 avg=0.70006
[18091 | 10021.52] loss=0.67166 avg=0.69978
[18092 | 10022.02] loss=0.35052 avg=0.69628
[18093 | 10022.53] loss=1.29238 avg=0.70224
[18094 | 10023.03] loss=0.22603 avg=0.69748
[18095 | 10023.54] loss=0.53044 avg=0.69581
[18096 | 10024.04] loss=1.06103 avg=0.69946
[18097 | 10024.54] loss=0.66903 avg=0.69916
[18098 | 10025.04] loss=0.65299 avg=0.69870
[18099 | 10025.54] loss=0.25989 avg=0.69431
Generating samples...
======== SAMPLE 1 ========
